Source,HHMMSS,MJD,Freq,elev,Flux,Flux_err
0420-014,62006.0,56538.26953,5125.0,38.5392,4.8566,0.0335
0420-014,63931.0,56539.28125,8305.0,36.3059,5.3747,0.0986
0420-014,100701.0,56539.42578,8305.0,3.9491,3.7637,0.1336
0420-014,214042.0,56678.90723,5075.0,35.6079,4.0321,0.0257
0420-014,215119.0,56679.91451,8305.0,33.7193,4.3342,0.0682
0420-014,2345.0,56680.01753,8305.0,10.0169,4.2006,0.1007
0420-014,194825.0,56700.82916,8520.0,38.397,4.2059,0.0269
0420-014,222923.0,56700.94094,8520.0,15.2263,4.0342,0.044
0420-014,194826.0,56701.82926,5075.0,38.0575,3.974,0.0215
0420-014,223330.0,56701.9439,5075.0,13.9609,4.0253,0.0563
0420-014,180741.0,56742.75921,8520.0,30.4717,3.8126,0.0328
0420-014,175120.0,56744.74796,5075.0,31.7369,3.8625,0.0242
0420-014,203625.0,57055.86259,5075.0,37.6634,2.4541,0.0353
0420-014,232136.0,57055.97729,5075.0,13.3037,2.5069,0.0355
0420-014,194215.0,57056.82488,8520.0,42.0102,2.3063,0.0367
0420-014,174143.0,57101.74118,8520.0,36.9132,2.2535,0.0255
0420-014,202303.0,57101.85321,8520.0,12.789,2.2001,0.0467
0420-014,164841.0,57102.70444,5075.0,41.5508,2.4379,0.03
0420-014,191821.0,57102.80837,5075.0,23.036,2.3879,0.976
0420-014,134218.0,57160.57493,8520.0,37.7256,2.1888,0.0331
0420-014,163039.0,57160.69183,8520.0,12.8581,2.0501,0.0392
0420-014,135330.0,57161.58433,24600.0,35.6828,2.064,0.2756
0420-014,31818.0,57240.14171,8520.0,26.6721,1.968,0.0395
0420-014,70220.0,57240.3011,24000.0,43.5576,2.1187,0.1624
0420-014,5211.0,57276.04028,8520.0,25.9799,2.0465,0.0275
0420-014,43938.0,57276.20201,24100.0,43.5998,2.2466,0.0656
0420-014,205059.0,57336.87275,8520.0,25.7609,1.8979,0.021
0420-014,222034.0,57336.93526,5075.0,37.654,2.0334,0.0579
0420-014,2104.0,57337.02243,24100.0,44.0695,2.0331,0.0703
0420-014,203256.0,57370.86403,24100.0,40.7557,1.9773,0.0627
0420-014,173133.0,57400.73426,8520.0,33.228,1.8496,0.0208
0420-014,134013.0,57468.57741,24100.0,38.2112,1.6435,0.0792
0420-014,103555.0,57498.44531,8520.0,28.9728,1.6986,0.03
0420-014,114448.0,57498.49333,5075.0,37.7139,1.8173,0.0607
0420-014,131850.0,57498.56223,24100.0,44.091,1.8251,0.1241
0420-014,144216.0,57525.62026,24100.0,29.4658,1.3308,0.0713
0420-014,95734.0,57526.41868,8520.0,38.0732,1.6081,0.0219
0420-014,51636.0,57560.22357,8520.0,17.0158,1.6184,0.1315
0420-014,63119.0,57560.27567,5075.0,28.784,1.8516,0.0401
0420-014,81446.0,57581.35106,24100.0,44.1156,1.6585,0.094
0420-014,41134.0,57582.17842,8520.0,20.5807,1.5277,0.0316
0420-014,61503.0,57582.26434,5075.0,37.7722,1.8585,0.0615
0420-014,224409.0,57720.95095,8520.0,44.0302,1.3817,0.0221
0420-014,22456.0,57721.10428,8520.0,25.4697,1.4264,0.0278
0420-014,10531.0,57738.04913,8520.0,27.386,1.3954,0.029
0420-014,164645.0,57777.70287,5075.0,33.276,1.3882,0.0418
0420-014,205843.0,57778.88045,24100.0,37.9037,1.0791,0.0677
0420-014,135003.0,57811.58278,24100.0,27.9886,0.9093,0.0691
0420-014,121835.0,57837.51653,8520.0,28.8782,1.2544,0.0319
0420-014,134852.0,57837.57934,5075.0,39.7633,1.4355,0.0606
0420-014,161326.0,57837.68236,24100.0,42.388,0.9473,0.1242
0420-014,92825.0,57875.39837,8520.0,25.7777,1.2503,0.0214
0420-014,81448.0,57920.34724,8520.0,39.11,1.2232,0.0183
0420-014,102911.0,57920.44329,24100.0,43.3225,0.9413,0.0808
0420-014,43800.0,57947.19668,8520.0,24.648,1.2328,0.0241
0420-014,81856.0,57947.35284,24100.0,44.0551,1.0017,0.0733
0420-014,72644.0,57981.31657,24100.0,39.3176,1.083,0.0754
0420-014,42632.0,57982.18872,8520.0,40.5238,1.2317,0.0226
0420-014,3212.0,58043.02871,24100.0,41.3311,0.9829,0.0509
0420-014,42736.0,58043.19219,24100.0,31.7208,0.8729,0.0592
0420-014,210128.0,58136.88238,24100.0,40.3956,1.0655,0.0587
0420-014,145459.0,58159.62514,8520.0,26.8786,1.0811,0.0295
0420-014,193131.0,58159.81991,24100.0,40.3522,1.1784,0.0665
0420-014,111913.0,58224.47531,8520.0,32.5409,1.0584,0.0243
0420-014,91857.0,58254.39179,8520.0,32.2275,1.1932,0.0244
0420-014,125030.0,58254.54142,24100.0,42.3612,1.5684,0.0843
0420-014,90141.0,58290.38252,24100.0,43.7266,2.042,0.0999
0420-014,115444.0,58324.50009,4835.0,13.7984,1.2369,0.0425
0420-014,44443.0,58325.20146,4835.0,39.7871,1.2255,0.0302
0420-014,75532.0,58325.33397,4835.0,50.0593,1.2207,0.0431
0420-014,4117.0,58383.0323,8520.0,30.7854,1.5165,0.0221
0420-014,54727.0,58383.24763,24100.0,34.2625,2.9536,0.1666
0420-014,1515.0,58406.01422,8520.0,38.6263,1.7893,0.0214
0420-014,24158.0,58406.11883,24100.0,42.9747,3.2532,0.3178
0420-014,230815.0,58406.96768,8520.0,30.9682,1.7787,0.0228
0420-014,10439.0,58434.05126,24100.0,42.2511,3.3586,0.1474
0420-014,210550.0,58438.8827,8520.0,31.4434,1.9133,0.0224
0420-014,181922.0,58467.76515,8520.0,23.1977,2.0925,0.0412
0420-014,191836.0,58467.80624,24100.0,32.0804,3.4301,0.0925
0420-014,163212.0,58499.69073,8520.0,26.1098,2.2117,0.0352
0420-014,173716.0,58499.73586,24100.0,35.2194,3.7358,0.1563
0420-014,140453.0,58532.58842,8520.0,23.3699,2.2292,0.0359
0420-014,151559.0,58532.63775,24100.0,33.7896,3.875,0.1199
0420-014,123529.0,58556.52634,8520.0,24.1547,2.4907,0.031
0420-014,134945.0,58556.57786,24100.0,34.8155,3.7295,0.1169
0420-014,102706.0,58588.43719,8520.0,23.7694,2.8159,0.0674
0420-014,94500.0,58626.40789,24100.0,38.2793,4.3029,0.1712
0420-014,55416.0,58659.24772,8305.0,24.7476,3.2856,0.0483
0420-014,72703.0,58659.31211,24100.0,37.411,4.2309,0.202
0420-014,40314.0,58688.17061,8305.0,25.2115,3.1681,0.0649
0420-014,53232.0,58688.23258,24100.0,37.3548,4.1386,0.2281
0420-014,23800.0,58710.11142,8520.0,25.4056,3.3874,0.0379
0420-014,41619.0,58710.17965,24100.0,38.4404,4.338,0.2155
0420-014,233354.0,58757.98358,8520.0,26.1156,3.6604,0.0973
0420-014,10217.0,58758.04491,24100.0,37.8881,4.26,0.162
0420-014,31402.0,58758.13639,24100.0,43.9517,4.0678,0.2078
0420-014,221606.0,58776.92954,8305.0,25.6374,3.2799,0.0461
0420-014,234801.0,58776.99333,24100.0,37.9333,3.9247,0.2196
0420-014,234049.0,58779.98833,24100.0,38.4119,4.1181,0.3015
0420-014,201217.0,58808.84356,8305.0,25.9437,3.3657,0.0453
0420-014,142559.0,58908.60287,6075.0,34.5359,2.913,0.0129
0420-014,160928.0,58908.67455,23840.0,46.9185,4.5244,0.0214
0420-014,102857.0,58960.43827,6075.0,29.2779,3.2081,0.0185
0420-014,23224.0,59073.10753,8305.0,23.1384,3.7025,0.0467
0420-014,41628.0,59073.17975,24100.0,37.5295,4.6553,0.2585
0420-014,4109.0,59104.03027,8305.0,24.8099,3.6129,0.0465
0420-014,21854.0,59104.09811,24100.0,37.9911,5.1901,0.1827
0420-014,230151.0,59130.96132,8305.0,25.8718,3.9835,0.0443
0420-014,3801.0,59131.02805,24100.0,38.5337,5.3214,0.1953
0420-014,2952.0,59132.02239,24100.0,38.1004,6.1488,0.1628
0420-014,24129.0,59132.11379,24100.0,43.9169,6.0671,0.1677
0420-014,204051.0,59164.8634,8305.0,24.7369,3.8849,0.0539
0420-014,213422.0,59174.90051,24100.0,37.4154,5.7401,0.1114
0420-014,183605.0,59197.77676,8305.0,25.5084,3.7763,0.0457
0420-014,201549.0,59197.84596,24100.0,38.6541,5.5691,0.1803
0420-014,222726.0,59197.93736,24100.0,43.7673,5.6317,0.1861
0420-014,162225.0,59230.68393,8305.0,24.8996,3.6934,0.0613
0420-014,181359.0,59230.76136,24100.0,39.4241,5.9411,0.1212
0420-014,160602.0,59260.67251,24100.0,38.4458,5.9914,0.1232
0420-014,143249.0,59261.60782,8305.0,26.7865,4.1979,0.0521
0420-014,122203.0,59292.51701,8305.0,25.4308,3.8733,0.0371
0420-014,135808.0,59292.58368,24100.0,38.2337,5.2517,0.1771
0420-014,120711.0,59297.50668,8305.0,26.1658,4.0779,0.0546
0420-014,140102.0,59297.58571,24100.0,40.3723,5.0056,0.1695
0420-014,81713.0,59354.34699,8305.0,25.2693,3.9873,0.0439
0420-014,100135.0,59354.41942,24100.0,38.9643,5.2741,0.1453
0420-014,55004.0,59391.24481,8305.0,25.0101,4.1845,0.0491
0420-014,72504.0,59391.31073,24100.0,37.8355,5.4935,0.1444
0420-014,93242.0,59391.39936,24100.0,44.0593,5.4456,0.1309
0420-014,40710.0,59416.17334,8305.0,24.2895,4.1798,0.0481
0420-014,53502.0,59416.23431,24100.0,36.5367,5.4163,0.2868
0420-014,31434.0,59455.13676,24100.0,37.9494,5.5773,0.4259
0420-014,53858.0,59455.23704,24100.0,43.575,5.0774,0.5299
0420-014,13602.0,59456.06838,8305.0,25.2452,3.9461,0.0502
0420-014,235935.0,59482.00141,8305.0,26.1331,4.439,0.0521
0420-014,13556.0,59482.06827,24100.0,38.7238,6.188,0.2865
0420-014,34904.0,59482.16072,24100.0,43.7017,6.0067,0.5262
0420-014,221432.0,59506.92845,8305.0,25.0889,4.3858,0.047
0420-014,233718.0,59506.98589,24100.0,36.5398,5.9567,0.328
0420-014,14917.0,59507.07755,24100.0,44.1483,5.9381,0.3137
0420-014,193537.0,59547.8181,8305.0,25.4414,4.189,0.0526
0420-014,211324.0,59547.88596,24100.0,38.4131,6.3659,0.1797
0420-014,181328.0,59568.76106,8305.0,25.5075,4.1756,0.0533
0420-014,195632.0,59568.83258,24100.0,38.9813,6.4031,0.2031
0420-014,220805.0,59568.92393,24100.0,43.6652,6.4276,0.1984
0420-014,162826.0,59593.68811,8305.0,24.4585,4.3037,0.0688
0420-014,162826.0,59593.68811,8305.0,24.4585,4.3037,0.0688
0420-014,182002.0,59593.76556,24100.0,39.1562,6.9241,0.179
0420-014,182002.0,59593.76556,24100.0,39.1562,6.9241,0.179
0420-014,140558.0,59632.58917,8305.0,26.1418,3.7292,0.056
0420-014,153504.0,59632.65101,24100.0,37.9864,6.9574,0.2195
0420-014,120005.0,59662.50176,8305.0,24.9206,4.6983,0.055
0420-014,151955.0,59662.64047,24100.0,44.1495,6.5556,0.1555
0420-014,103451.0,59689.44257,8305.0,28.1004,4.6219,0.0607
0420-014,120504.0,59689.50516,24100.0,39.3982,6.9309,0.2708
0420-014,83851.0,59718.36201,8305.0,27.8072,4.735,0.0536
0420-014,100925.0,59718.4258,24100.0,39.3759,6.7066,0.2566
0420-014,53709.0,59787.23577,24100.0,39.1527,8.3415,0.3775
0420-014,35329.0,59812.16379,24100.0,38.6212,8.3066,0.3614
0420-014,61240.0,59812.26045,24100.0,43.5356,8.6384,0.3737
0420-014,224107.0,59870.94692,8305.0,28.3713,5.8391,0.0674
0420-014,1000.0,59871.00859,24100.0,39.4484,8.3801,0.2628
0420-014,30143.0,59871.12784,24100.0,41.1523,8.0092,0.2863
0420-014,195831.0,59907.83399,8305.0,25.7878,5.4766,0.0554
0420-014,213328.0,59907.89989,24100.0,38.3548,7.0364,0.1967
0420-014,183408.0,59932.7754,8305.0,27.8899,4.9409,0.0574
0420-014,201321.0,59932.84426,24100.0,40.0967,6.3709,0.151
0420-014,160523.0,59972.6721,8305.0,29.1413,4.9601,0.0873
0420-014,173653.0,59972.73559,24100.0,40.1652,6.4061,0.1171
0420-014,142225.0,59997.60059,8305.0,28.4593,5.0093,0.0592
0420-014,155217.0,59997.66296,24100.0,39.5967,5.7784,0.211
0420-014,100808.0,60055.42401,8305.0,24.4749,4.5613,0.0542
0420-014,103052.0,60088.43975,24100.0,42.4145,5.3349,0.1543
0420-014,62305.0,60116.26772,8305.0,26.7563,4.6704,0.0585
0420-014,80439.0,60116.33822,24100.0,39.6261,5.2458,0.1415
0420-014,35733.0,60152.16667,8305.0,26.1488,4.6678,0.0556
0420-014,53610.0,60152.2351,22664.0,38.9639,5.5665,0.1775
0420-014,20704.0,60179.08993,8305.0,25.4816,4.466,0.0564
0420-014,34544.0,60179.15841,24100.0,38.5369,5.3624,0.165
0420-014,1133.0,60206.00972,8305.0,24.0216,4.6678,0.0552
0420-014,15614.0,60206.08237,24100.0,38.1914,5.5943,0.1581
0440-003,84955.0,53510.368,22000.0,0.0,1.94,0.816
0440-003,101619.0,53576.428,5000.0,0.0,2.242,0.117
0440-003,44926.0,53577.201,8000.0,0.0,1.69,0.107
0440-003,63014.0,53577.271,5000.0,0.0,2.123,0.094
0440-003,90252.0,53577.377,5000.0,0.0,2.19,0.106
0440-003,55248.0,53578.245,8000.0,0.0,1.734,0.082
0440-003,70614.0,53578.296,5000.0,0.0,2.175,0.095
0440-003,91257.0,53578.384,8000.0,0.0,1.691,0.128
0440-003,90711.0,53605.38,8000.0,0.0,1.768,0.1
0440-003,21940.0,53606.097,5000.0,0.0,2.204,0.102
0440-003,34145.0,53606.154,8000.0,0.0,1.686,0.102
0440-003,61257.0,53606.259,8000.0,0.0,1.794,0.097
0440-003,0.0,53637.0,22000.0,0.0,1.532,0.629
0440-003,65443.0,53637.288,8000.0,0.0,1.758,0.091
0440-003,233238.0,53637.981,8000.0,0.0,1.767,0.099
0440-003,22107.0,53638.098,8000.0,0.0,1.643,0.084
0440-003,42750.0,53638.186,22000.0,0.0,0.954,0.384
0440-003,1257.0,53639.009,5000.0,0.0,2.134,0.084
0440-003,14633.0,53639.074,5000.0,0.0,2.119,0.084
0440-003,43043.0,53639.188,5000.0,0.0,2.162,0.081
0440-003,235833.0,53639.999,5000.0,0.0,2.141,0.099
0440-003,25121.0,53640.119,5000.0,0.0,2.147,0.08
0440-003,43755.0,53640.193,5000.0,0.0,2.153,0.083
0440-003,72204.0,53640.307,5000.0,0.0,2.179,0.097
0440-003,213852.0,53697.902,22000.0,0.0,1.283,0.58
0440-003,12204.0,53698.057,8000.0,0.0,1.79,0.15
0440-003,200223.0,53698.835,8000.0,0.0,1.889,0.116
0440-003,224926.0,53698.951,8000.0,0.0,1.845,0.116
0440-003,181716.0,53720.762,8000.0,0.0,1.752,0.091
0440-003,205414.0,53720.871,8000.0,0.0,1.737,0.087
0440-003,225931.0,53720.958,22000.0,0.0,0.939,0.393
0440-003,12624.0,53722.06,8000.0,0.0,1.83,0.106
0440-003,182009.0,53722.764,8000.0,0.0,1.747,0.095
0440-003,212136.0,53723.89,5000.0,0.0,2.087,0.092
0440-003,233823.0,53723.985,5000.0,0.0,2.205,0.091
0440-003,172107.0,53741.723,8000.0,0.0,1.701,0.038
0440-003,205833.0,53742.874,8000.0,0.0,1.81,0.114
0440-003,184857.0,53743.784,8000.0,0.0,1.756,0.126
0440-003,232945.0,53743.979,22000.0,0.0,1.046,0.311
0440-003,163043.0,53750.688,22000.0,0.0,0.942,0.062
0440-003,160614.0,53763.671,5000.0,0.0,2.115,0.115
0440-003,213852.0,53763.902,5000.0,0.0,2.19,0.1
0440-003,180252.0,53766.752,22000.0,0.0,0.726,0.344
0440-003,181423.0,53766.76,22000.0,0.0,0.733,0.309
0440-003,165512.0,53770.705,5000.0,0.0,2.169,0.087
0440-003,170643.0,53770.713,5000.0,0.0,2.259,0.088
0440-003,171940.0,53770.722,5000.0,0.0,2.18,0.089
0440-003,171355.0,53771.718,8000.0,0.0,1.684,0.096
0440-003,173823.0,53771.735,8000.0,0.0,1.663,0.145
0440-003,181004.0,53772.757,22000.0,0.0,1.059,0.271
0440-003,182302.0,53772.766,22000.0,0.0,1.044,0.274
0440-003,183433.0,53772.774,22000.0,0.0,0.932,0.279
0440-003,155443.0,53804.663,8000.0,0.0,1.715,0.096
0440-003,161912.0,53804.68,8000.0,0.0,1.665,0.097
0440-003,153726.0,53805.651,22000.0,0.0,0.692,0.306
0440-003,140935.0,53826.59,5000.0,0.0,2.073,0.128
0440-003,142233.0,53826.599,5000.0,0.0,2.166,0.123
0440-003,143404.0,53826.607,5000.0,0.0,1.925,0.116
0440-003,113657.0,53827.484,43000.0,0.0,0.855,0.508
0440-003,132204.0,53849.557,22000.0,0.0,1.207,0.359
0440-003,93559.0,53855.4,43000.0,0.0,0.824,0.887
0440-003,114955.0,53860.493,8000.0,0.0,1.613,0.072
